GeneName;Column1;logCPM;F;Pvalue;FDR
MET;3,07E+14;8,77E+14;1,36E+14;7,17E+13;8,92E+14
RPS6KB1;-3,65E+14;5,99E+14;1,36E+14;7,18E+14;8,93E+13
CNBP;-3,38E+14;7,64E+14;1,36E+14;7,18E+14;8,93E+14
DNAJC21;-3,34E+14;6,02E+14;1,36E+13;7,18E+14;8,93E+14
HOMER1;-5,44E+14;3,95E+14;1,35E+14;7,18E+14;8,93E+13
AMZ2P1;-1,14E+14;1,15E+14;1,35E+14;7,18E+14;8,93E+13
RIBC2;-4,46E+14;-1,79E+14;1,35E+14;7,18E+14;8,93E+13
PDP2;4,52E+13;4,45E+14;1,35E+14;7,18E+14;8,93E+13
TTC38;-7,54E+14;3,03E+14;1,35E+14;7,19E+13;8,93E+13
PAAF1;-4,50E+13;5,34E+14;1,35E+13;7,19E+14;8,93E+13
STRAP;3,38E+14;8,35E+14;1,35E+14;7,19E+14;8,93E+13
RNF39;5,28E+14;3,55E+14;1,35E+14;7,19E+14;8,93E+13
MAPK8IP3;-5,84E+13;6,56E+14;1,35E+14;7,19E+14;8,93E+13
DGKE;-7,93E+14;2,48E+14;1,35E+14;7,19E+14;8,93E+13
RFX1;7,90E+14;2,58E+13;1,35E+14;7,19E+14;8,93E+13
HORMAD1;-9,41E+14;1,69E+14;1,35E+14;7,19E+14;8,93E+13
CCDC43;-3,07E+14;6,41E+14;1,35E+14;7,19E+14;8,93E+11
MFAP5;5,41E+12;4,35E+14;1,34E+14;7,19E+14;8,93E+14
SNPH;-6,12E+14;3,43E+14;1,34E+14;7,19E+13;8,93E+14
SPOPL;5,53E+14;3,68E+14;1,34E+14;7,20E+14;8,94E+14
FUBP3;3,38E+14;7,64E+14;1,34E+13;7,20E+13;8,94E+14
PPP2R5D;3,15E+14;6,35E+14;1,34E+14;7,20E+14;8,94E+14
DAP;4,08E+14;5,43E+14;1,33E+14;7,20E+14;8,94E+14
DHX32;3,61E+14;5,54E+13;1,33E+14;7,20E+14;8,94E+14
SPEF2;-1,48E+14;1,97E+14;1,33E+14;7,20E+14;8,94E+14
GTF3A;-4,15E+14;5,55E+14;1,33E+13;7,20E+14;8,94E+14
GAS1;1,62E+13;2,77E+14;1,33E+14;7,20E+13;8,94E+14
SLC22A5;-4,35E+14;4,37E+13;1,33E+13;7,20E+14;8,94E+14
PRRC2B;2,90E+14;8,29E+14;1,33E+14;7,20E+14;8,94E+14
CSRNP2;3,69E+14;5,14E+14;1,33E+14;7,21E+14;8,94E+14
PIGO;3,84E+14;5,21E+14;1,33E+14;7,21E+14;8,94E+14
ACSL5;1,69E+14;-7,30E+14;1,33E+14;7,21E+14;8,94E+14
MIR29C;-2,14E+14;-5,34E+14;1,33E+14;7,21E+14;8,94E+14
PROSER2;4,99E+14;4,39E+14;1,33E+13;7,21E+14;8,94E+14
TMEM138;3,86E+14;5,09E+14;1,33E+14;7,21E+14;8,94E+14
HDAC1;2,92E+14;7,47E+14;1,33E+14;7,21E+14;8,94E+14
CCND1;3,19E+14;9,11E+14;1,33E+14;7,21E+14;8,94E+14
ZRANB3;-8,24E+14;2,51E+14;1,33E+14;7,21E+14;8,94E+14
IL34;-2,71E+14;-5,78E+14;1,33E+13;7,21E+14;8,94E+14
IL12A;1,69E+14;-1,61E+14;1,33E+14;7,21E+14;8,94E+14
FHIT;-1,03E+14;1,52E+14;1,33E+14;7,21E+13;8,94E+14
NEDD8;3,89E+14;5,67E+14;1,33E+14;7,21E+14;8,94E+14
DNTTIP2;3,70E+14;6,48E+14;1,33E+14;7,21E+14;8,94E+14
TMEM242;4,59E+14;4,85E+14;1,32E+14;7,22E+14;8,94E+14
ZDHHC8;7,40E+14;4,65E+14;1,31E+14;7,22E+14;8,95E+14
ZNF79;4,87E+14;3,65E+14;1,31E+14;7,22E+14;8,95E+14
THOC3;-3,61E+13;6,74E+14;1,31E+14;7,22E+14;8,95E+14
TNFRSF25;6,22E+14;4,17E+14;1,31E+14;7,22E+13;8,95E+14
EBPL;-4,66E+14;3,91E+14;1,31E+14;7,22E+14;8,95E+14
BAIAP3;1,73E+14;8,00E+14;1,31E+14;7,23E+14;8,95E+14
EPHA1;-4,32E+14;5,14E+13;1,31E+14;7,23E+14;8,95E+14
ATMIN;3,13E+14;6,20E+14;1,31E+14;7,23E+14;8,95E+14
ABCC5;3,18E+14;6,63E+14;1,31E+14;7,23E+14;8,95E+14
ABCA3;1,56E+14;6,25E+14;1,31E+14;7,23E+14;8,95E+14
BAG1;-4,02E+14;5,68E+14;1,31E+14;7,23E+14;8,95E+14
GNMT;3,93E+14;-1,68E+14;1,31E+14;7,23E+14;8,95E+14
PCSK4;1,58E+14;2,62E+14;1,31E+14;7,23E+14;8,95E+14
DNAJC14;-3,31E+14;5,79E+14;1,31E+14;7,23E+14;8,95E+14
DNAH14;-9,67E+14;2,14E+13;1,31E+14;7,23E+14;8,95E+14
ZW10;-4,97E+14;4,51E+14;1,31E+14;7,23E+14;8,95E+14
POLR1D;-3,24E+14;7,34E+14;1,30E+14;7,23E+14;8,95E+14
FRMD8;6,50E+14;5,22E+14;1,30E+14;7,23E+14;8,95E+14
TMPRSS11B;1,51E+14;3,81E+14;1,30E+14;7,24E+14;8,95E+13
DPYSL4;6,09E+14;4,23E+14;1,30E+14;7,24E+14;8,95E+13
PWWP2A;-4,78E+14;4,40E+14;1,30E+14;7,24E+13;8,95E+13
TMEM139;-6,28E+14;2,95E+14;1,30E+14;7,24E+14;8,95E+13
DGCR5;-9,70E+14;1,20E+14;1,29E+14;7,24E+14;8,96E+14
TRIM13;-6,07E+14;4,00E+14;1,29E+14;7,24E+14;8,96E+14
DCAF13;3,88E+14;5,45E+14;1,29E+14;7,24E+13;8,96E+14
ZFAND3;-3,02E+14;6,30E+14;1,29E+14;7,25E+14;8,96E+14
NCBP1;3,53E+14;5,88E+14;1,29E+14;7,25E+14;8,96E+14
PPID;3,56E+14;6,38E+12;1,29E+14;7,25E+14;8,96E+14
HABP4;-5,01E+14;3,52E+14;1,29E+14;7,25E+14;8,96E+14
VPS54;-4,41E+14;4,41E+13;1,29E+14;7,25E+14;8,96E+14
SAMD12;-4,65E+14;4,50E+14;1,29E+14;7,25E+14;8,96E+14
PLEKHN1;-5,60E+14;3,93E+14;1,29E+14;7,25E+14;8,96E+14
UBE2H;-2,92E+14;8,69E+13;1,28E+14;7,25E+14;8,96E+14
STX1B;2,31E+14;-8,04E+14;1,28E+14;7,25E+14;8,96E+14
MXD4;-5,98E+14;6,11E+14;1,28E+14;7,25E+14;8,96E+14
BAMBI;-6,22E+14;2,86E+14;1,28E+14;7,25E+14;8,96E+14
SSBP4;-9,23E+14;2,89E+14;1,28E+13;7,26E+14;8,96E+14
SHC3;1,62E+14;6,67E+14;1,28E+14;7,26E+14;8,96E+14
GRSF1;-3,91E+14;6,36E+14;1,28E+14;7,26E+14;8,96E+14
ECE2;6,54E+14;2,44E+14;1,28E+14;7,26E+14;8,96E+14
AKIP1;-4,67E+14;4,41E+14;1,28E+14;7,26E+14;8,96E+14
ABCB9;-7,20E+14;2,21E+14;1,28E+14;7,26E+14;8,96E+14
ABLIM2;-1,81E+14;-6,76E+14;1,28E+14;7,26E+14;8,96E+14
ANP32B;3,14E+14;7,64E+14;1,28E+14;7,26E+14;8,96E+14
ZNF296;1,87E+14;-9,29E+14;1,28E+14;7,26E+14;8,96E+14
NXF1;3,84E+14;5,79E+14;1,28E+14;7,26E+14;8,96E+14
DNAJC6;-6,93E+14;2,89E+14;1,28E+14;7,26E+14;8,96E+14
TGFBR1;-4,52E+13;5,88E+14;1,27E+14;7,26E+13;8,96E+14
TSPO;-5,71E+14;5,70E+14;1,27E+14;7,26E+14;8,96E+14
EVPLL;-1,61E+14;-1,53E+14;1,27E+14;7,27E+14;8,96E+14
TMEM186;5,62E+14;3,82E+14;1,27E+14;7,27E+14;8,96E+14
RNF14;-4,69E+14;5,29E+13;1,27E+14;7,27E+14;8,96E+14
MSL2;5,18E+14;3,74E+14;1,27E+14;7,27E+14;8,96E+14
COL8A2;1,45E+14;1,24E+14;1,27E+14;7,27E+13;8,96E+14
GIPR;-9,21E+13;2,08E+14;1,27E+14;7,27E+14;8,96E+14
INO80E;5,32E+14;4,69E+14;1,27E+14;7,27E+14;8,96E+14
BTD;-5,74E+14;3,15E+14;1,27E+14;7,27E+14;8,96E+14
IQCH-AS1;-9,60E+14;1,19E+14;1,27E+14;7,27E+14;8,96E+14
PCNT;-3,88E+14;5,06E+14;1,27E+14;7,27E+14;8,96E+14
MRPL19;-4,58E+14;5,20E+14;1,26E+14;7,27E+14;8,96E+13
KIF14;-8,31E+14;2,64E+14;1,26E+14;7,28E+14;8,96E+13
TEAD4;-1,08E+14;1,10E+14;1,26E+13;7,28E+14;8,96E+13
SLC27A5;-1,06E+14;2,12E+14;1,26E+14;7,28E+14;8,96E+13
SLC5A3;-4,75E+14;4,00E+14;1,26E+14;7,28E+12;8,96E+14
CYTH3;3,48E+13;5,68E+14;1,26E+14;7,28E+14;8,96E+14
MDH1B;-1,88E+14;-3,59E+14;1,26E+14;7,28E+14;8,96E+14
SLC25A16;6,15E+14;2,96E+14;1,26E+14;7,28E+14;8,96E+14
UBE2J2;-4,29E+14;4,63E+14;1,26E+14;7,28E+14;8,96E+14
HIST1H2AG;-2,28E+13;-9,81E+14;1,25E+14;7,28E+14;8,97E+14
MED11;4,29E+14;4,43E+14;1,25E+14;7,28E+13;8,97E+14
ANAPC10;-5,94E+14;3,48E+14;1,25E+14;7,29E+14;8,97E+14
TAF4B;6,27E+14;2,86E+14;1,25E+14;7,29E+14;8,97E+14
FLCN;-4,15E+14;4,58E+14;1,25E+14;7,29E+14;8,97E+14
SLC25A4;3,96E+14;4,75E+14;1,25E+14;7,29E+14;8,97E+14
ULK1;-6,34E+14;5,48E+14;1,25E+14;7,29E+14;8,97E+14
SLMAP;3,47E+14;6,82E+14;1,25E+14;7,29E+14;8,97E+14
CCZ1;-8,50E+14;2,71E+13;1,25E+14;7,29E+14;8,97E+14
GUSBP4;1,69E+13;-2,90E+14;1,25E+14;7,29E+14;8,97E+14
PPBP;2,05E+14;-6,72E+14;1,24E+14;7,29E+14;8,97E+14
RCOR1;3,39E+14;5,93E+14;1,24E+14;7,29E+14;8,97E+14
MBD4;3,79E+14;5,31E+14;1,24E+14;7,29E+13;8,97E+14
SH2D4A;3,95E+14;4,85E+14;1,24E+14;7,29E+14;8,97E+14
SEMA4C;4,89E+14;4,74E+14;1,24E+14;7,30E+14;8,97E+14
TMPRSS11F;1,40E+14;7,29E+14;1,24E+14;7,30E+14;8,97E+14
HIPK3;3,26E+14;6,26E+14;1,24E+14;7,30E+14;8,97E+14
SLC25A20;6,07E+14;3,16E+14;1,24E+14;7,30E+13;8,97E+14
MBD3;7,77E+14;4,49E+13;1,24E+14;7,30E+14;8,97E+14
SNORD89;-1,46E+14;4,08E+14;1,24E+13;7,30E+13;8,97E+14
SLX4;-4,26E+14;4,27E+14;1,24E+14;7,30E+14;8,97E+14
DHX33;3,65E+14;5,39E+14;1,24E+14;7,30E+14;8,97E+14
EYA3;3,53E+14;5,50E+14;1,23E+14;7,30E+14;8,98E+13
GK5;4,15E+14;4,59E+14;1,23E+14;7,31E+13;8,98E+13
NUDT16P1;-6,47E+13;2,28E+14;1,23E+14;7,31E+14;8,98E+13
XPOT;-5,59E+14;6,76E+13;1,23E+14;7,31E+13;8,98E+14
LNX1-AS2;-4,06E+14;-1,80E+14;1,23E+13;7,31E+14;8,98E+14
IQCC;8,25E+14;1,81E+14;1,23E+14;7,31E+14;8,98E+14
HIST1H2AE;-2,06E+14;-2,06E+14;1,23E+14;7,31E+14;8,98E+14
SIPA1L2;4,06E+14;4,45E+14;1,23E+14;7,31E+14;8,98E+14
FRS3;7,65E+14;1,84E+14;1,23E+14;7,31E+14;8,98E+13
MBL1P;-1,54E+13;-2,93E+14;1,23E+14;7,31E+14;8,98E+14
ENDOV;8,43E+14;2,17E+14;1,22E+14;7,32E+14;8,98E+14
ADORA2B;4,14E+14;4,20E+14;1,22E+14;7,32E+14;8,98E+14
FBXO11;-4,35E+14;6,24E+14;1,22E+14;7,32E+14;8,98E+14
RAI1;-4,68E+13;6,04E+14;1,22E+14;7,32E+14;8,98E+14
EMBP1;1,71E+14;-2,02E+14;1,22E+14;7,32E+14;8,98E+14
ZHX2;-3,93E+14;4,62E+14;1,22E+14;7,32E+14;8,98E+14
PVT1;-5,81E+14;3,76E+14;1,22E+13;7,32E+14;8,98E+14
PLEKHA4;-5,37E+14;3,20E+14;1,22E+13;7,32E+14;8,98E+14
YIF1B;-5,37E+14;4,78E+14;1,22E+14;7,32E+14;8,98E+14
NUP205;-3,00E+14;6,77E+14;1,22E+14;7,32E+14;8,98E+14
LOC399715;-3,37E+14;-1,44E+14;1,22E+14;7,32E+14;8,98E+14
DNAJA2;3,06E+14;6,90E+14;1,22E+14;7,32E+14;8,98E+14
INF2;5,04E+14;6,48E+14;1,22E+14;7,32E+14;8,98E+14
AMN1;-6,74E+14;2,19E+14;1,22E+14;7,32E+14;8,98E+14
ZWILCH;-4,83E+14;3,44E+14;1,22E+14;7,32E+14;8,98E+14
HIST3H2A;1,01E+14;9,79E+14;1,22E+14;7,32E+14;8,98E+14
MUC1;3,96E+14;6,00E+14;1,21E+14;7,33E+14;8,98E+14
QDPR;-3,48E+14;5,28E+14;1,21E+14;7,33E+14;8,98E+14
DEGS2;3,25E+14;-7,65E+14;1,21E+14;7,33E+14;8,98E+13
ADCY6;3,29E+14;6,29E+14;1,21E+13;7,33E+13;8,98E+14
ANKRD24;-1,78E+14;4,20E+13;1,21E+14;7,33E+12;8,98E+14
SPATA2L;1,04E+14;1,30E+14;1,21E+14;7,33E+14;8,98E+14
UCK1;4,49E+14;4,08E+14;1,21E+14;7,33E+14;8,98E+14
DEF6;-4,87E+14;4,24E+13;1,21E+14;7,33E+14;8,98E+14
TCF19;6,36E+14;3,22E+14;1,21E+14;7,33E+13;8,98E+14
ITGB2-AS1;2,55E+14;-8,76E+14;1,21E+14;7,33E+13;8,98E+14
TRAPPC4;4,22E+14;4,68E+14;1,21E+14;7,33E+14;8,98E+14
IGFN1;1,11E+14;1,21E+14;1,20E+14;7,34E+14;8,98E+14
XRCC5;2,85E+14;8,60E+13;1,20E+14;7,34E+14;8,98E+14
CCDC157;2,15E+14;-2,17E+14;1,20E+14;7,34E+14;8,98E+14
AP3B2;-2,23E+14;-7,01E+13;1,20E+14;7,34E+14;8,98E+14
DDX1;3,27E+14;7,18E+14;1,20E+14;7,34E+14;8,98E+14
FUCA2;-3,64E+14;5,98E+14;1,20E+14;7,34E+14;8,99E+14
CDCA3;-7,38E+14;2,19E+14;1,20E+14;7,34E+14;8,99E+14
TFG;2,88E+14;7,83E+14;1,20E+14;7,34E+14;8,99E+14
ZNF418;-7,49E+14;2,40E+14;1,20E+14;7,35E+14;8,99E+14
PUS7L;-8,07E+14;2,90E+14;1,20E+14;7,35E+14;8,99E+14
NEURL2;1,60E+14;-1,10E+14;1,20E+14;7,35E+14;8,99E+14
C5orf38;1,01E+14;1,07E+14;1,19E+14;7,35E+14;8,99E+14
COL13A1;1,51E+14;4,02E+14;1,19E+14;7,35E+14;8,99E+14
BOD1L1;-3,24E+14;7,16E+14;1,19E+14;7,35E+14;8,99E+14
GPAA1;7,33E+14;4,76E+14;1,19E+14;7,35E+14;8,99E+14
RCBTB2;-7,17E+14;2,50E+13;1,19E+14;7,35E+13;8,99E+14
TXNRD1;-2,94E+14;7,38E+14;1,19E+14;7,35E+14;8,99E+14
LOC100287042;2,50E+14;-1,09E+13;1,19E+14;7,35E+14;8,99E+14
RFX7;-3,12E+14;6,50E+14;1,19E+14;7,36E+14;8,99E+14
NUMBL;-5,11E+14;5,12E+14;1,19E+14;7,36E+14;8,99E+14
PSMC5;3,49E+14;7,44E+14;1,18E+14;7,36E+13;8,99E+14
PGAP3;5,87E+13;2,83E+13;1,18E+14;7,36E+14;8,99E+14
PER2;-4,82E+14;3,59E+12;1,18E+14;7,36E+14;8,99E+14
ERBB3;-4,49E+14;6,12E+13;1,18E+13;7,36E+14;9,00E+14
TP73-AS1;5,05E+14;3,98E+13;1,18E+14;7,36E+14;9,00E+14
KIAA1958;1,33E+13;4,87E+14;1,18E+14;7,36E+14;9,00E+14
RPS6KA3;-5,35E+14;5,60E+14;1,18E+14;7,37E+14;9,00E+14
LINC00649;-7,29E+13;2,25E+14;1,18E+14;7,37E+14;9,00E+14
PPP1R3F;1,50E+14;8,84E+13;1,18E+13;7,37E+14;9,00E+14
CD151;4,82E+14;8,52E+14;1,17E+14;7,37E+14;9,00E+14
CDK5RAP2;3,53E+14;6,25E+14;1,17E+14;7,37E+14;9,00E+14
AP5S1;-6,71E+14;2,40E+14;1,17E+14;7,37E+14;9,00E+14
RGL1;-6,82E+14;2,21E+14;1,17E+14;7,37E+14;9,00E+14
MAD2L2;6,09E+14;3,14E+14;1,17E+14;7,37E+14;9,00E+14
CDR2L;3,71E+14;5,63E+13;1,17E+14;7,37E+14;9,00E+14
CCNE2;-1,20E+14;8,92E+14;1,17E+14;7,37E+13;9,00E+14
LEMD1;1,89E+14;-2,97E+14;1,17E+14;7,37E+14;9,00E+14
CERS6-AS1;-2,37E+14;-2,99E+14;1,17E+13;7,37E+14;9,00E+14
EIF1B;-4,51E+14;5,75E+14;1,16E+14;7,38E+13;9,01E+14
PEX7;5,62E+14;2,87E+14;1,16E+14;7,39E+14;9,01E+14
GATC;-3,56E+14;5,46E+14;1,16E+14;7,39E+14;9,01E+14
CECR7;-1,12E+14;9,74E+14;1,15E+12;7,39E+14;9,02E+14
HS3ST3B1;-2,05E+14;-3,22E+14;1,15E+14;7,39E+14;9,02E+14
DNAL4;-4,43E+14;4,35E+14;1,15E+14;7,39E+14;9,02E+14
KANSL2;-4,87E+14;4,26E+14;1,15E+14;7,39E+14;9,02E+14
RALY;2,87E+14;6,76E+14;1,15E+14;7,39E+14;9,02E+14
SFXN2;-8,79E+13;1,39E+14;1,15E+14;7,40E+13;9,02E+14
UMPS;-3,75E+14;5,06E+14;1,15E+14;7,40E+14;9,02E+14
PYGO1;1,99E+14;-5,01E+14;1,15E+14;7,40E+14;9,02E+13
TONSL;8,62E+14;2,17E+13;1,15E+14;7,40E+14;9,02E+13
BCCIP;-3,18E+14;6,38E+14;1,14E+14;7,40E+14;9,02E+14
REEP6;-7,83E+13;2,14E+14;1,14E+14;7,40E+14;9,02E+13
KLHL29;5,48E+14;3,99E+14;1,14E+14;7,40E+14;9,02E+14
FBXO25;-5,48E+14;4,00E+14;1,14E+14;7,41E+14;9,03E+14
ZNF217;-3,40E+14;6,99E+14;1,14E+14;7,41E+14;9,03E+14
DCAF6;3,06E+14;6,81E+12;1,13E+14;7,41E+14;9,03E+14
DCLRE1B;4,75E+14;3,77E+14;1,13E+14;7,42E+14;9,03E+14
COQ4;-5,96E+14;3,72E+14;1,13E+14;7,42E+14;9,03E+14
SLCO3A1;-3,95E+14;4,97E+14;1,13E+14;7,42E+14;9,03E+14
POLR2K;-4,51E+14;5,04E+14;1,13E+14;7,42E+13;9,04E+14
NME3;-9,83E+14;1,75E+14;1,12E+14;7,42E+14;9,04E+14
STXBP5;-3,55E+14;4,97E+14;1,12E+12;7,42E+14;9,04E+14
SLC35D2;3,99E+14;4,81E+14;1,12E+14;7,43E+14;9,04E+14
LSM5;-4,61E+14;3,52E+13;1,12E+14;7,43E+14;9,04E+14
PCDHA10;-2,48E+14;-1,01E+14;1,12E+14;7,43E+14;9,04E+14
MGAT1;2,89E+14;7,59E+14;1,12E+14;7,43E+14;9,04E+14
SALL4;1,38E+13;1,17E+13;1,12E+14;7,43E+14;9,04E+14
AGER;-6,01E+14;2,95E+14;1,12E+14;7,43E+14;9,04E+14
DPP7;-7,29E+14;4,81E+14;1,12E+14;7,43E+14;9,04E+14
SIK1;3,41E+14;7,04E+14;1,12E+14;7,43E+14;9,04E+14
ZNF229;4,68E+14;4,02E+14;1,12E+14;7,43E+14;9,04E+14
ZC3HC1;-4,76E+14;3,80E+14;1,11E+14;7,43E+14;9,04E+14
TJP1;-2,75E+14;8,30E+14;1,11E+14;7,43E+14;9,04E+14
B3GNT2;-3,46E+14;5,31E+14;1,11E+14;7,44E+14;9,04E+14
DUS4L;-6,20E+14;2,55E+14;1,11E+14;7,44E+14;9,04E+14
ZNF410;-3,79E+14;4,53E+14;1,11E+14;7,44E+14;9,04E+14
A1BG;1,82E+14;-4,34E+14;1,11E+14;7,44E+14;9,05E+14
DCTN3;-3,70E+13;4,81E+14;1,11E+14;7,44E+14;9,05E+14
ZNF235;1,23E+14;1,92E+14;1,11E+14;7,44E+14;9,05E+14
SNORD30;-1,06E+12;8,13E+14;1,11E+14;7,44E+14;9,05E+14
SLC25A5-AS1;1,97E+14;-4,80E+14;1,11E+12;7,44E+14;9,05E+14
ZNF385D;2,32E+14;-9,35E+14;1,11E+13;7,44E+14;9,05E+14
MYO1D;-2,81E+14;7,32E+14;1,10E+14;7,45E+14;9,05E+14
RETSAT;-2,90E+14;6,96E+14;1,10E+14;7,45E+14;9,05E+14
HHIP;2,66E+14;-9,48E+14;1,10E+14;7,45E+14;9,05E+14
CASP4;3,02E+14;6,89E+14;1,10E+14;7,45E+14;9,05E+14
APBB3;-6,57E+14;2,21E+13;1,10E+14;7,45E+14;9,05E+14
EPB41L4B;-3,33E+14;5,58E+14;1,10E+14;7,45E+14;9,05E+14
KIAA1211;-9,29E+13;1,55E+14;1,10E+14;7,45E+14;9,05E+14
RASGEF1B;1,21E+14;4,05E+14;1,10E+14;7,45E+14;9,05E+14
PACS2;4,58E+13;5,35E+14;1,10E+14;7,45E+14;9,05E+14
NDUFS1;-3,28E+14;7,13E+14;1,10E+13;7,45E+14;9,05E+14
FBXW10;1,53E+14;-6,60E+14;1,09E+14;7,46E+14;9,05E+14
ZNF836;-4,96E+14;3,43E+12;1,09E+14;7,46E+14;9,05E+14
NRXN3;2,03E+14;-2,51E+14;1,09E+14;7,46E+13;9,05E+14
CCDC73;-2,30E+13;-2,18E+14;1,09E+14;7,46E+14;9,05E+14
LOC148413;-4,81E+14;3,88E+14;1,09E+14;7,46E+13;9,05E+14
SLC9A5;6,46E+14;2,25E+14;1,09E+14;7,46E+13;9,05E+14
TMCO4;4,79E+14;3,49E+13;1,09E+14;7,46E+14;9,05E+14
LOC150776;-5,60E+14;3,42E+14;1,09E+14;7,46E+14;9,05E+14
MED12;3,19E+14;5,45E+14;1,09E+14;7,46E+14;9,05E+14
C19orf70;5,77E+14;4,50E+14;1,09E+14;7,46E+14;9,05E+14
IL1R1;3,48E+14;4,95E+14;1,09E+14;7,46E+14;9,05E+14
ECI2;-4,38E+13;5,53E+14;1,09E+14;7,46E+14;9,05E+14
YY2;7,26E+14;1,85E+14;1,09E+14;7,46E+14;9,05E+14
R3HDM2;-2,88E+12;6,16E+13;1,09E+14;7,46E+13;9,05E+14
GRN;-4,26E+14;9,53E+13;1,09E+14;7,47E+13;9,05E+14
RGS18;2,51E+13;-8,58E+14;1,09E+14;7,47E+14;9,05E+14
BAHCC1;-5,72E+14;3,17E+14;1,08E+14;7,47E+14;9,06E+14
RNF220;3,27E+14;5,51E+14;1,08E+14;7,47E+14;9,06E+14
SYT11;1,40E+14;4,76E+14;1,08E+14;7,47E+14;9,06E+14
APOBEC3B;8,41E+14;1,67E+14;1,08E+14;7,47E+14;9,06E+13
STX19;-9,27E+14;1,28E+14;1,08E+14;7,48E+14;9,06E+14
MAPK1IP1L;2,73E+14;7,12E+14;1,08E+14;7,48E+14;9,06E+14
TSIX;-1,66E+14;2,28E+14;1,08E+14;7,48E+14;9,06E+14
OSBPL3;-2,75E+14;6,72E+14;1,07E+14;7,48E+14;9,06E+14
MED27;3,78E+14;4,50E+14;1,07E+14;7,48E+14;9,06E+14
AGFG2;-5,86E+14;3,24E+14;1,07E+14;7,48E+14;9,06E+14
TMCO3;2,97E+14;6,85E+14;1,07E+14;7,48E+14;9,06E+14
TMEM33;-3,67E+14;5,52E+14;1,07E+14;7,48E+14;9,06E+14
TMEM87A;2,72E+14;6,59E+14;1,07E+14;7,48E+14;9,06E+14
LRRC56;1,62E+14;5,42E+14;1,07E+14;7,48E+14;9,06E+14
TMEM40;3,08E+13;7,62E+14;1,07E+14;7,48E+14;9,06E+14
CCDC154;3,14E+14;-1,19E+14;1,07E+14;7,49E+14;9,07E+14
sep-08;2,77E+13;6,47E+14;1,06E+14;7,49E+14;9,07E+14
ZNF444;4,57E+14;3,82E+13;1,06E+14;7,49E+14;9,07E+12
METTL3;3,48E+14;5,55E+13;1,06E+14;7,49E+14;9,07E+14
IRX3;9,79E+14;1,19E+14;1,06E+14;7,50E+14;9,07E+13
TMEM37;-2,77E+14;-1,14E+14;1,06E+14;7,50E+14;9,07E+13
ZNF677;-6,61E+14;2,74E+14;1,06E+13;7,50E+14;9,07E+13
NIPA2;4,31E+14;5,10E+14;1,06E+14;7,50E+14;9,07E+13
MAP6;1,27E+14;4,00E+14;1,05E+14;7,50E+14;9,08E+14
UBTD1;-6,32E+14;3,64E+14;1,05E+14;7,50E+14;9,08E+14
ZNRF3;-6,47E+14;2,78E+14;1,05E+14;7,50E+14;9,08E+14
TXNDC12;-3,79E+14;5,79E+14;1,05E+14;7,50E+14;9,08E+14
AFAP1-AS1;-1,95E+13;-2,16E+14;1,05E+14;7,51E+14;9,08E+14
TIMP2;-3,15E+14;5,64E+14;1,05E+14;7,51E+14;9,08E+14
MPC1;5,46E+14;3,33E+14;1,05E+14;7,51E+14;9,08E+14
TTC26;6,19E+14;2,50E+14;1,05E+14;7,51E+14;9,08E+14
ARSI;-5,41E+14;3,79E+14;1,05E+14;7,51E+14;9,08E+14
ERP44;2,79E+14;7,24E+14;1,05E+14;7,51E+14;9,08E+14
ARFIP1;-4,08E+13;4,79E+13;1,05E+14;7,51E+14;9,08E+14
RPL23AP82;6,21E+13;3,33E+14;1,05E+14;7,51E+14;9,08E+14
MTF1;3,02E+14;5,70E+14;1,05E+14;7,51E+14;9,08E+14
ZBTB47;5,16E+14;4,56E+14;1,04E+14;7,51E+14;9,08E+14
MAVS;2,55E+14;7,71E+14;1,04E+14;7,51E+14;9,08E+14
ZNHIT2;1,46E+14;8,84E+14;1,04E+14;7,51E+14;9,08E+14
FUT4;-8,51E+14;1,24E+14;1,04E+13;7,51E+14;9,08E+14
LAMB2;3,34E+14;6,82E+14;1,04E+14;7,51E+13;9,08E+14
SLC25A5;2,76E+12;7,39E+13;1,04E+14;7,52E+14;9,08E+14
ACBD5;-3,74E+14;5,21E+14;1,04E+14;7,52E+14;9,08E+14
RASGRF2;-1,92E+13;-1,65E+14;1,04E+14;7,52E+14;9,08E+14
TSR2;2,95E+14;6,09E+14;1,04E+14;7,52E+14;9,08E+14
LPIN2;-4,14E+14;3,78E+14;1,04E+14;7,52E+14;9,08E+14
APMAP;-2,94E+14;7,53E+14;1,04E+14;7,52E+14;9,08E+14
TYW3;-3,86E+14;5,37E+14;1,04E+13;7,52E+14;9,08E+14
NUP214;2,88E+14;6,36E+14;1,04E+14;7,52E+14;9,08E+14
IMP3;-4,02E+14;5,08E+13;1,03E+14;7,52E+14;9,08E+14
ANO8;5,57E+14;3,22E+14;1,03E+14;7,52E+14;9,08E+14
TRIM3;5,40E+14;3,18E+14;1,03E+14;7,53E+14;9,08E+14
TOB2;2,86E+13;6,99E+14;1,03E+14;7,53E+14;9,09E+14
VSIG10L;6,44E+14;2,81E+14;1,03E+14;7,53E+14;9,09E+14
CEACAM6;-2,77E+14;8,26E+14;1,03E+14;7,53E+14;9,09E+14
AKNAD1;2,61E+14;-1,20E+14;1,03E+14;7,53E+14;9,09E+14
